NINT;poids;DATE_CONTACT;mois;jour;quest_debut;quest_fin;SEXE;AG99;AGE_REP;ANNEE_REP;eqtv;Recept_ADSL;Recept_Para;Recept_elargie;Recept_tradi;abcp;abon_adsl;abon_elargie;habtv1;habtv2;habtv3;habtv4;habtv5;habtv6;habtv7;habtv8;habtv9;habtv10;init1;init2;init3;init4;init5;init6;init7;init8;init9;init10
638;0,5;26/04/2014;4;5;17:16:54;17:51:45;2;30;3;1984;1;0;1;1;0;1;2;1;1;1;1;1;1;1;2;2;4;1;1;1;1;1;1;1;1;1;2;1
639;0,69;26/04/2014;4;5;17:29:27;17:52:29;2;19;1;1995;1;0;0;1;0;1;1;1;1;4;3;3;3;4;5;5;3;3;1;1;1;1;1;1;2;1;1;1
64;0,88;02/04/2014;4;2;15:55:50;16:19:51;2;28;3;1986;1;1;0;1;1;2;2;0;1;1;1;1;1;1;2;2;1;5;1;1;2;2;1;1;1;1;1;1
640;0,61;27/04/2014;4;6;14:16:59;14:34:06;2;58;5;1956;1;0;1;1;0;1;2;1;4;5;1;4;4;5;5;5;5;4;1;1;1;1;1;1;2;1;2;1
641;0,54;27/04/2014;4;6;14:16:54;14:40:43;1;36;4;1978;1;0;0;1;0;1;1;1;3;4;1;3;4;4;3;4;5;1;1;1;1;1;1;1;1;2;2;1
642;0,51;27/04/2014;4;6;14:15:11;14:41:02;2;19;1;1995;1;0;0;0;1;2;2;0;1;4;5;2;5;5;5;4;2;4;1;2;2;2;2;2;1;2;1;1
643;1,1;27/04/2014;4;6;14:27:37;14:46:46;2;20;2;1994;1;0;1;1;1;2;2;0;1;3;5;2;3;1;5;5;3;5;1;1;2;1;1;1;2;2;2;1
645;0,55;27/04/2014;4;6;14:48:48;15:12:23;1;32;3;1982;1;0;0;1;0;2;1;1;1;1;4;1;1;2;5;5;4;2;1;1;1;1;1;1;2;2;1;1
646;4,55;27/04/2014;4;6;15:00:49;15:22:30;1;16;1;1998;1;0;0;1;0;1;2;1;5;5;1;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1
647;0,58;27/04/2014;4;6;14:58:24;15:23:28;2;34;3;1980;1;0;1;1;0;2;2;1;1;4;5;2;4;2;5;5;5;5;1;1;2;1;1;1;2;2;1;3
650;1,02;27/04/2014;4;6;15:25:49;15:47:19;1;18;1;1996;1;0;1;1;0;1;2;1;2;3;2;3;3;5;1;2;3;5;1;1;1;1;1;1;1;1;1;1
651;3,32;27/04/2014;4;6;15:23:24;15:54:20;1;40;4;1974;1;0;1;1;0;2;2;1;1;4;4;4;4;5;4;5;2;2;1;1;1;3;1;1;3;1;2;1
652;0,62;27/04/2014;4;6;15:40:06;16:06:33;1;33;3;1981;1;0;1;1;1;1;2;0;1;2;5;4;2;1;4;2;5;4;1;1;2;1;1;1;1;1;2;1
653;6,29;27/04/2014;4;6;16:06:31;16:32:01;2;25;3;1989;0;0;0;0;0;2;2;0;2;2;5;2;5;2;5;5;2;2;;;;;;;;;;
654;0,54;27/04/2014;4;6;16:25:02;16:39:11;2;35;4;1979;1;0;0;1;0;1;1;1;1;3;1;4;4;5;5;5;5;4;1;1;1;1;1;1;1;1;1;1
655;6,48;27/04/2014;4;6;16:22:13;16:39:43;2;55;5;1959;1;0;1;1;0;1;1;1;1;1;1;5;5;1;5;5;5;1;1;1;1;2;2;1;1;1;2;2
656;3,56;27/04/2014;4;6;16:36:24;16:52:03;2;20;2;1994;1;0;1;1;0;2;2;1;1;1;5;1;1;1;2;2;3;2;1;1;2;1;1;1;2;2;1;1
659;4,74;27/04/2014;4;6;17:03:25;17:22:44;1;17;1;1997;1;0;0;0;1;2;2;0;3;5;5;5;5;5;4;5;2;3;1;2;2;2;1;2;2;2;1;1
66;0,75;02/04/2014;4;2;16:21:57;16:35:36;1;62;5;1952;0;0;0;0;0;2;2;0;4;5;5;5;5;5;5;5;4;5;;;;;;;;;;
661;0,87;27/04/2014;4;6;17:10:34;17:27:23;2;25;3;1989;1;0;0;0;1;1;2;0;1;3;1;1;1;3;1;3;5;5;1;1;1;1;1;1;1;1;2;1
662;0,57;27/04/2014;4;6;17:38:48;18:03:48;1;48;4;1966;1;0;1;1;0;1;1;1;2;3;4;3;3;3;4;4;3;3;1;1;1;1;1;1;1;1;1;1
663;0,57;27/04/2014;4;6;17:42:39;18:08:18;1;37;4;1977;0;0;0;0;0;2;2;0;1;5;1;5;5;5;5;5;5;1;;;;;;;;;;
68;0,57;02/04/2014;4;2;16:22:36;16:49:12;1;24;2;1990;1;0;1;1;0;1;2;1;2;1;1;4;4;2;2;4;5;4;1;1;1;1;1;1;1;1;2;1
69;0,5;02/04/2014;4;2;16:25:48;16:49:29;1;31;3;1983;0;0;0;0;0;2;2;0;1;5;3;5;5;5;5;3;1;5;;;;;;;;;;
7;0,81;31/03/2014;3;7;14:11:16;15:09:17;1;22;2;1992;1;0;1;1;0;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1
70;0,49;02/04/2014;4;2;16:21:51;16:52:12;1;20;2;1994;1;0;0;0;1;2;2;0;1;5;5;5;5;5;5;5;1;3;1;2;2;2;2;2;2;2;1;1
71;7,13;02/04/2014;4;2;16:11:52;16:54:00;2;44;4;1970;1;0;1;1;1;1;2;0;1;1;1;4;3;5;4;5;5;3;1;1;1;1;1;2;2;2;2;1
73;0,84;02/04/2014;4;2;16:39:32;17:05:45;1;15;1;1999;1;1;0;1;0;1;1;1;3;5;2;5;5;5;2;2;5;3;1;2;1;2;1;2;2;1;2;1
75;2,17;03/04/2014;4;3;14:12:12;14:27:11;1;36;4;1978;1;0;1;1;0;2;2;1;2;5;5;5;2;5;5;5;5;4;1;1;1;1;1;1;1;1;2;1
77;0,73;03/04/2014;4;3;14:17:17;14:45:54;1;19;1;1995;1;0;0;0;1;2;2;0;1;1;1;1;1;4;1;1;1;1;1;1;2;2;2;2;2;2;1;1
79;0,71;03/04/2014;4;3;14:50:23;15:13:07;2;24;2;1990;1;0;1;1;0;1;2;1;1;1;4;4;3;1;1;1;4;5;1;1;1;2;2;1;1;1;1;1
8;0,53;31/03/2014;3;7;14:56:25;15:11:33;1;34;3;1980;1;0;1;1;0;2;2;1;2;1;5;5;3;2;5;5;5;2;1;1;1;1;1;1;1;1;2;1
80;1,78;03/04/2014;4;3;15:02:00;15:17:19;1;19;1;1995;1;0;0;1;0;2;1;1;5;5;5;5;5;5;5;5;5;5;1;1;2;1;2;1;1;2;1;1
81;0,92;03/04/2014;4;3;14:51:39;15:34:53;1;23;2;1991;1;0;1;1;0;1;2;1;1;3;1;4;2;4;1;1;3;1;1;1;1;1;1;1;1;1;2;1
82;0,59;03/04/2014;4;3;15:16:16;15:40:39;2;28;3;1986;1;0;1;1;0;2;2;1;2;4;2;2;2;4;3;4;4;2;1;1;2;1;1;1;2;2;1;1
83;0,56;03/04/2014;4;3;15:17:09;15:41:06;2;34;3;1980;1;0;1;1;0;1;2;1;1;3;4;2;4;3;5;4;5;4;1;1;1;1;1;1;1;1;2;1
85;4,57;03/04/2014;4;3;15:39:19;16:09:49;1;52;5;1962;1;0;1;1;0;2;2;1;1;4;3;4;4;3;5;5;5;4;1;1;1;1;1;1;1;2;2;1
86;1,88;03/04/2014;4;3;15:44:13;16:16:33;2;18;1;1996;1;0;1;1;0;2;2;1;1;5;1;1;3;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1
87;0,62;03/04/2014;4;3;15:59:03;16:18:45;2;31;3;1983;1;0;0;1;0;2;1;1;1;3;5;1;2;2;4;3;3;3;1;1;2;1;1;1;1;2;1;1
88;2,52;03/04/2014;4;3;16:00:26;16:20:37;2;15;1;1999;1;0;1;1;0;1;2;1;1;4;2;1;2;4;1;1;5;4;1;1;1;1;1;1;1;1;2;1
9;1,02;31/03/2014;3;7;15:09:50;15:29:35;2;60;5;1954;1;0;1;1;1;1;2;0;1;3;1;4;4;3;5;5;5;3;1;1;1;1;1;1;2;2;2;1
90;0,56;03/04/2014;4;3;16:17:47;16:38:09;1;30;3;1984;1;0;1;1;0;1;2;1;3;5;1;4;4;5;5;5;5;2;1;1;1;1;1;1;1;1;1;1
91;0,5;03/04/2014;4;3;16:37:58;16:57:24;2;21;2;1993;1;0;0;0;1;2;2;0;1;3;3;2;3;2;3;5;3;1;1;2;2;2;2;2;2;2;1;1
92;5,11;03/04/2014;4;3;16:34:55;17:00:40;1;19;1;1995;1;0;1;1;0;1;2;1;1;1;3;2;2;1;1;2;3;5;1;1;1;1;1;1;1;1;1;1
93;0,57;03/04/2014;4;3;16:46:57;17:01:10;1;46;4;1968;0;0;0;0;0;2;2;0;3;5;3;5;3;5;5;5;5;3;;;;;;;;;;
94;0,51;03/04/2014;4;3;16:34:49;17:04:17;1;31;3;1983;1;0;1;1;1;1;2;0;1;4;1;1;3;4;4;3;5;2;1;1;1;1;1;1;1;1;2;1
95;0,55;03/04/2014;4;3;16:54:22;17:17:04;2;22;2;1992;1;0;1;1;1;1;2;0;3;3;3;2;2;5;5;5;5;3;1;1;1;1;1;1;2;2;1;1
96;4,03;03/04/2014;4;3;16:57:51;17:32:33;2;42;4;1972;1;0;0;1;0;1;2;1;1;2;1;5;2;1;5;4;5;4;1;1;1;2;1;1;3;3;2;1
97;0,54;03/04/2014;4;3;16:54:06;17:54:09;2;37;4;1977;1;0;1;1;0;2;1;1;1;3;5;1;1;1;5;3;1;1;1;1;2;1;1;1;2;2;1;1
98;0,79;04/04/2014;4;4;14:02:44;14:20:50;2;35;4;1979;1;0;1;1;0;1;2;1;1;3;1;1;4;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1
